environment,image_id,plotNumber,genotype,score_A,score_B,human_score,comment_A,comment_B
Nebraska2025,1937_LeafPhotoA_2025-09-09 15_34_34.063,1937,PI597970,1.5,2.0,1.75,,
Nebraska2025,1937_LeafPhotoA_2025-09-09 15_34_53.268,1937,PI597970,3.0,,3.0,,
Nebraska2025,1937_LeafPhotoA_2025-09-09 15_35_27.022,1937,PI597970,2.5,,2.5,,
Nebraska2025,1938_LeafPhotoA_2025-09-09 15_36_15.137,1938,SC0400,2.0,,2.0,,
Nebraska2025,1938_LeafPhotoA_2025-09-09 15_36_30.268,1938,SC0400,1.5,,1.5,,
Nebraska2025,1938_LeafPhotoA_2025-09-09 15_37_07.757,1938,SC0400,3.0,,3.0,,
Nebraska2025,1939_LeafPhotoA_2025-09-09 15_37_40.149,1939,PI534025,2.5,,2.5,,
Nebraska2025,1939_LeafPhotoA_2025-09-09 15_37_59.567,1939,PI534025,2.0,,2.0,,
Nebraska2025,1939_LeafPhotoA_2025-09-09 15_38_14.899,1939,PI534025,2.0,,2.0,,
Nebraska2025,1940_LeafPhotoA_2025-09-09 15_38_35.318,1940,PI576357,3.0,,3.0,,
Nebraska2025,1940_LeafPhotoA_2025-09-09 15_38_52.041,1940,PI576357,2.5,,2.5,,
Nebraska2025,1940_LeafPhotoA_2025-09-09 15_39_17.973,1940,PI576357,4.0,,4.0,,
Nebraska2025,1941_LeafPhotoA_2025-09-09 15_39_42.497,1941,PI533797,2.5,,2.5,,
Nebraska2025,1941_LeafPhotoA_2025-09-09 15_40_00.245,1941,PI533797,2.0,2.0,2.0,,
Nebraska2025,1941_LeafPhotoA_2025-09-09 15_40_15.436,1941,PI533797,2.0,,2.0,,
Nebraska2025,1942_LeafPhotoA_2025-09-09 15_57_02.281,1942,PI533783,2.5,,2.5,,
Nebraska2025,1942_LeafPhotoA_2025-09-09 15_57_21.713,1942,PI533783,2.0,2.5,2.25,,
Nebraska2025,1942_LeafPhotoA_2025-09-09 15_58_03.414,1942,PI533783,3.0,,3.0,,
Nebraska2025,1942_LeafPhotoA_2025-09-09 15_58_35.948,1942,PI533783,3.0,,3.0,,
Nebraska2025,1943_LeafPhotoA_2025-09-09 15_59_12.998,1943,PI655984,2.0,,2.0,,
Nebraska2025,1943_LeafPhotoA_2025-09-09 15_59_57.463,1943,PI655984,2.5,,2.5,,
Nebraska2025,1943_LeafPhotoA_2025-09-09 16_00_56.560,1943,PI655984,1.5,1.5,1.5,,
Nebraska2025,1944_LeafPhotoA_2025-09-09 16_01_21.249,1944,PI576334,3.5,1.5,2.5,,Watery lesions bounded by the veins suggest a bacterial disease
Nebraska2025,1944_LeafPhotoA_2025-09-09 16_02_01.063,1944,PI576334,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1944_LeafPhotoA_2025-09-09 16_02_39.375,1944,PI576334,2.0,,2.0,,
Nebraska2025,1945_LeafPhotoA_2025-09-09 16_03_06.261,1945,PI597963,2.5,,2.5,,
Nebraska2025,1945_LeafPhotoA_2025-09-09 16_03_25.425,1945,PI597963,2.0,2.0,2.0,,
Nebraska2025,1945_LeafPhotoA_2025-09-09 16_03_42.302,1945,PI597963,1.5,,1.5,,
Nebraska2025,1946_LeafPhotoA_2025-09-09 16_04_35.592,1946,PI585295,2.0,,2.0,,
Nebraska2025,1946_LeafPhotoA_2025-09-09 16_04_53.847,1946,PI585295,2.5,3.5,3.0,,
Nebraska2025,1946_LeafPhotoA_2025-09-09 16_05_11.903,1946,PI585295,1.5,1.5,1.5,,
Nebraska2025,1947_LeafPhotoA_2025-09-09 16_05_40.373,1947,PI533990,2.0,,2.0,,
Nebraska2025,1947_LeafPhotoA_2025-09-09 16_05_57.440,1947,PI533990,2.5,,2.5,,
Nebraska2025,1947_LeafPhotoA_2025-09-09 16_06_21.951,1947,PI533990,1.0,,1.0,,
Nebraska2025,1948_LeafPhotoA_2025-09-09 16_06_48.680,1948,PI533952,3.0,,3.0,,
Nebraska2025,1948_LeafPhotoA_2025-09-09 16_07_15.000,1948,PI533952,2.5,,2.5,,
Nebraska2025,1948_LeafPhotoA_2025-09-09 16_07_35.786,1948,PI533952,2.5,,2.5,,
Nebraska2025,1949_LeafPhotoA_2025-09-09 16_08_00.707,1949,PI534045,1.5,1.0,1.25,,
Nebraska2025,1949_LeafPhotoA_2025-09-09 16_08_23.351,1949,PI534045,1.5,,1.5,,
Nebraska2025,1949_LeafPhotoA_2025-09-09 16_08_44.077,1949,PI534045,1.5,,1.5,,
Nebraska2025,1950_LeafPhotoA_2025-09-09 16_09_08.510,1950,PI533752,2.0,,2.0,,
Nebraska2025,1950_LeafPhotoA_2025-09-09 16_09_30.048,1950,PI533752,2.0,1.0,1.5,,
Nebraska2025,1950_LeafPhotoA_2025-09-09 16_09_54.773,1950,PI533752,1.5,,1.5,,
Nebraska2025,1959_LeafPhotoA_2025-09-09 17_13_56.991,1959,PI533754,2.5,,2.5,,
Nebraska2025,1959_LeafPhotoA_2025-09-09 17_14_09.215,1959,PI533754,1.5,,1.5,,
Nebraska2025,1959_LeafPhotoA_2025-09-09 17_14_26.940,1959,PI533754,2.5,,2.5,,
Nebraska2025,1960_LeafPhotoA_2025-09-09 17_15_21.670,1960,PI534000,2.0,,2.0,,
Nebraska2025,1960_LeafPhotoA_2025-09-09 17_15_53.202,1960,PI534000,2.0,,2.0,,
Nebraska2025,1960_LeafPhotoA_2025-09-09 17_16_18.726,1960,PI534000,2.0,,2.0,,
Nebraska2025,1961_LeafPhotoA_2025-09-09 17_16_42.761,1961,PI597960,2.5,,2.5,,
Nebraska2025,1961_LeafPhotoA_2025-09-09 17_16_59.878,1961,PI597960,2.5,,2.5,,
Nebraska2025,1961_LeafPhotoA_2025-09-09 17_17_16.589,1961,PI597960,3.0,,3.0,,
Nebraska2025,1962_LeafPhotoA_2025-09-09 17_17_41.862,1962,PI533820,3.0,,3.0,,
Nebraska2025,1962_LeafPhotoA_2025-09-09 17_17_56.270,1962,PI533820,3.0,,3.0,,
Nebraska2025,1962_LeafPhotoA_2025-09-09 17_18_15.383,1962,PI533820,2.5,,2.5,,
Nebraska2025,1963_LeafPhotoA_2025-09-09 17_18_37.907,1963,SC0266,2.5,,2.5,,
Nebraska2025,1963_LeafPhotoA_2025-09-09 17_18_57.565,1963,SC0266,2.0,,2.0,,
Nebraska2025,1963_LeafPhotoA_2025-09-09 17_19_17.230,1963,SC0266,1.5,1.5,1.5,,
Nebraska2025,2201_LeafPhotoA_2025-09-08 10_47_11.543,2201,PI595733,1.0,1.0,1.0,,
Nebraska2025,2201_LeafPhotoA_2025-09-08 10_47_34.501,2201,PI595733,1.5,1.0,1.25,,
Nebraska2025,2201_LeafPhotoA_2025-09-08 10_47_55.692,2201,PI595733,1.5,,1.5,,
Nebraska2025,2202_LeafPhotoA_2025-09-08 10_48_23.952,2202,PI576380,1.5,,1.5,,
Nebraska2025,2202_LeafPhotoA_2025-09-08 10_48_38.768,2202,PI576380,2.0,,2.0,,
Nebraska2025,2202_LeafPhotoA_2025-09-08 10_48_52.303,2202,PI576380,1.5,1.5,1.5,,
Nebraska2025,2203_LeafPhotoA_2025-09-08 10_49_25.748,2203,SC0604,2.0,,2.0,,
Nebraska2025,2203_LeafPhotoA_2025-09-08 10_49_46.312,2203,SC0604,3.0,,3.0,,
Nebraska2025,2203_LeafPhotoA_2025-09-08 10_50_00.534,2203,SC0604,2.5,,2.5,,
Nebraska2025,2204_LeafPhotoA_2025-09-08 10_50_57.372,2204,PI656031,1.5,,1.5,,
Nebraska2025,2204_LeafPhotoA_2025-09-08 10_51_18.731,2204,PI656031,1.0,,1.0,,
Nebraska2025,2204_LeafPhotoA_2025-09-08 10_51_32.424,2204,PI656031,1.0,1.0,1.0,,
Nebraska2025,2205_LeafPhotoA_2025-09-08 10_52_09.894,2205,PI576385,1.5,1.5,1.5,,
Nebraska2025,2205_LeafPhotoA_2025-09-08 10_52_29.620,2205,PI576385,1.5,1.0,1.25,Bacteria,
Nebraska2025,2205_LeafPhotoA_2025-09-08 10_52_49.920,2205,PI576385,2.0,2.0,2.0,,
Nebraska2025,2206_LeafPhotoA_2025-09-08 10_53_32.789,2206,PI656048,1.5,1.5,1.5,,
Nebraska2025,2206_LeafPhotoA_2025-09-08 10_53_50.729,2206,PI656048,2.5,,2.5,,
Nebraska2025,2206_LeafPhotoA_2025-09-08 10_54_07.474,2206,PI656048,1.5,1.5,1.5,,
Nebraska2025,2207_LeafPhotoA_2025-09-08 10_54_55.448,2207,PI533766,1.5,1.0,1.25,dirt,
Nebraska2025,2207_LeafPhotoA_2025-09-08 10_55_18.048,2207,PI533766,2.5,,2.5,,
Nebraska2025,2207_LeafPhotoA_2025-09-08 10_55_39.931,2207,PI533766,2.0,,2.0,,
Nebraska2025,2208_LeafPhotoA_2025-09-08 10_56_14.172,2208,PI656109,3.5,,3.5,,
Nebraska2025,2208_LeafPhotoA_2025-09-08 10_56_29.142,2208,PI656109,3.5,,3.5,,
Nebraska2025,2208_LeafPhotoA_2025-09-08 10_56_49.037,2208,PI656109,3.5,,3.5,,
Nebraska2025,2209_LeafPhotoA_2025-09-08 10_57_42.055,2209,PI642992,2.0,,2.0,,
Nebraska2025,2209_LeafPhotoA_2025-09-08 10_58_25.351,2209,PI642992,2.5,,2.5,,
Nebraska2025,2209_LeafPhotoA_2025-09-08 10_59_39.014,2209,PI642992,3.0,,3.0,,
Nebraska2025,2210_LeafPhotoA_2025-09-08 11_00_04.684,2210,SC0837,1.5,1.0,1.25,,
Nebraska2025,2210_LeafPhotoA_2025-09-08 11_00_21.852,2210,SC0837,1.5,,1.5,,
Nebraska2025,2210_LeafPhotoA_2025-09-08 11_00_36.664,2210,SC0837,1.5,,1.5,,
Nebraska2025,2211_LeafPhotoA_2025-09-08 11_00_59.925,2211,PI595736,2.5,,2.5,,
Nebraska2025,2211_LeafPhotoA_2025-09-08 11_01_14.288,2211,PI595736,2.5,,2.5,,
Nebraska2025,2211_LeafPhotoA_2025-09-08 11_01_34.648,2211,PI595736,2.5,,2.5,,
Nebraska2025,2212_LeafPhotoA_2025-09-08 11_02_23.259,2212,SC0235,3.0,,3.0,,
Nebraska2025,2212_LeafPhotoA_2025-09-08 11_02_41.799,2212,SC0235,2.5,,2.5,,
Nebraska2025,2212_LeafPhotoA_2025-09-08 11_02_55.317,2212,SC0235,3.0,,3.0,,
Nebraska2025,2213_LeafPhotoA_2025-09-08 11_03_25.212,2213,PI534019,2.5,,2.5,,
Nebraska2025,2213_LeafPhotoA_2025-09-08 11_03_41.024,2213,PI534019,2.0,,2.0,,
Nebraska2025,2213_LeafPhotoA_2025-09-08 11_04_01.148,2213,PI534019,2.0,,2.0,,
Nebraska2025,2214_LeafPhotoA_2025-09-08 11_06_44.010,2214,SC0615,3.5,,3.5,,
Nebraska2025,2214_LeafPhotoA_2025-09-08 11_07_42.373,2214,SC0615,3.0,,3.0,,
Nebraska2025,2214_LeafPhotoA_2025-09-08 11_07_55.630,2214,SC0615,3.0,,3.0,,
Nebraska2025,2215_LeafPhotoA_2025-09-08 11_08_15.046,2215,PI534069,3.0,,3.0,,
Nebraska2025,2215_LeafPhotoA_2025-09-08 11_08_31.563,2215,PI534069,2.5,2.0,2.25,,
Nebraska2025,2215_LeafPhotoA_2025-09-08 11_08_51.218,2215,PI534069,3.0,,3.0,,
Nebraska2025,2216_LeafPhotoA_2025-09-08 11_10_06.371,2216,,2.0,,2.0,,
Nebraska2025,2216_LeafPhotoA_2025-09-08 11_10_30.787,2216,,1.5,,1.5,,
Nebraska2025,2216_LeafPhotoA_2025-09-08 11_10_48.494,2216,,2.0,,2.0,,
Nebraska2025,2217_LeafPhotoA_2025-09-08 11_13_01.242,2217,PI533843,2.0,,2.0,,
Nebraska2025,2217_LeafPhotoA_2025-09-08 11_13_58.086,2217,PI533843,2.0,,2.0,,
Nebraska2025,2217_LeafPhotoA_2025-09-08 11_14_17.597,2217,PI533843,2.5,,2.5,,
Nebraska2025,2218_LeafPhotoA_2025-09-08 11_14_46.146,2218,SC0581,1.5,1.0,1.25,,
Nebraska2025,2218_LeafPhotoA_2025-09-08 11_15_11.248,2218,SC0581,1.5,,1.5,,
Nebraska2025,2218_LeafPhotoA_2025-09-08 11_15_34.494,2218,SC0581,1.0,,1.0,,
Nebraska2025,2219_LeafPhotoA_2025-09-08 11_16_35.629,2219,PI561072,1.5,,1.5,,
Nebraska2025,2219_LeafPhotoA_2025-09-08 11_17_01.709,2219,PI561072,1.5,,1.5,,
Nebraska2025,2219_LeafPhotoA_2025-09-08 11_17_19.783,2219,PI561072,1.5,,1.5,,
Nebraska2025,2220_LeafPhotoA_2025-09-08 11_18_15.498,2220,PI597951,3.5,,3.5,,
Nebraska2025,2220_LeafPhotoA_2025-09-08 11_18_41.599,2220,PI597951,2.5,3.0,2.75,,
Nebraska2025,2220_LeafPhotoA_2025-09-08 11_19_01.382,2220,PI597951,3.0,,3.0,,
Nebraska2025,2221_LeafPhotoA_2025-09-08 11_19_48.606,2221,PI651492,1.5,,1.5,,
Nebraska2025,2221_LeafPhotoA_2025-09-08 11_20_41.684,2221,PI651492,1.0,,1.0,,
Nebraska2025,2221_LeafPhotoA_2025-09-08 11_21_31.466,2221,PI651492,1.5,,1.5,,
Nebraska2025,2222_LeafPhotoA_2025-09-08 11_22_09.556,2222,PI534123,3.0,,3.0,,
Nebraska2025,2222_LeafPhotoA_2025-09-08 11_22_29.920,2222,PI534123,3.0,,3.0,,
Nebraska2025,2222_LeafPhotoA_2025-09-08 11_22_53.252,2222,PI534123,2.5,2.0,2.25,,
Nebraska2025,2223_LeafPhotoA_2025-09-08 11_23_28.027,2223,PI576360,1.5,,1.5,,
Nebraska2025,2223_LeafPhotoA_2025-09-08 11_23_49.064,2223,PI576360,2.5,,2.5,,
Nebraska2025,2223_LeafPhotoA_2025-09-08 11_24_19.965,2223,PI576360,2.5,,2.5,,
Nebraska2025,2224_LeafPhotoA_2025-09-08 11_25_14.126,2224,SC0190,2.5,2.5,2.5,,
Nebraska2025,2224_LeafPhotoA_2025-09-08 11_25_59.755,2224,SC0190,3.0,,3.0,,
Nebraska2025,2224_LeafPhotoA_2025-09-08 11_26_31.982,2224,SC0190,3.0,,3.0,,
Nebraska2025,2225_LeafPhotoA_2025-09-08 11_27_06.412,2225,,1.5,1.0,1.25,,
Nebraska2025,2225_LeafPhotoA_2025-09-08 11_27_25.820,2225,,2.0,,2.0,,
Nebraska2025,2225_LeafPhotoA_2025-09-08 11_27_46.440,2225,,2.0,,2.0,,
Nebraska2025,2226_LeafPhotoA_2025-09-08 11_28_19.544,2226,PI533954,2.0,,2.0,,
Nebraska2025,2226_LeafPhotoA_2025-09-08 11_28_42.865,2226,PI533954,1.5,,1.5,,
Nebraska2025,2226_LeafPhotoA_2025-09-08 11_29_20.764,2226,PI533954,1.5,,1.5,,
Nebraska2025,2227_LeafPhotoA_2025-09-08 11_30_02.848,2227,SC0178,3.5,,3.5,,
Nebraska2025,2227_LeafPhotoA_2025-09-08 11_30_41.145,2227,SC0178,3.0,,3.0,,
Nebraska2025,2227_LeafPhotoA_2025-09-08 11_30_56.055,2227,SC0178,2.0,3.0,2.5,,
Nebraska2025,2228_LeafPhotoA_2025-09-08 11_31_49.819,2228,PI655978,1.0,,1.0,,
Nebraska2025,2228_LeafPhotoA_2025-09-08 11_32_11.788,2228,PI655978,2.0,,2.0,,
Nebraska2025,2228_LeafPhotoA_2025-09-08 11_32_25.436,2228,PI655978,1.0,,1.0,,
Nebraska2025,2229_LeafPhotoA_2025-09-08 11_33_03.520,2229,PI534016,2.5,,2.5,,
Nebraska2025,2229_LeafPhotoA_2025-09-08 11_33_21.108,2229,PI534016,1.5,2.5,2.0,,
Nebraska2025,2229_LeafPhotoA_2025-09-08 11_33_39.436,2229,PI534016,2.5,,2.5,,
Nebraska2025,2230_LeafPhotoA_2025-09-08 11_34_08.280,2230,,2.0,,2.0,,
Nebraska2025,2230_LeafPhotoA_2025-09-08 11_34_29.686,2230,,2.5,,2.5,,
Nebraska2025,2230_LeafPhotoA_2025-09-08 11_34_55.804,2230,,2.5,,2.5,,
Nebraska2025,2231_LeafPhotoA_2025-09-08 11_35_24.854,2231,PI533775,3.0,,3.0,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2231_LeafPhotoA_2025-09-08 11_35_43.778,2231,PI533775,3.0,,3.0,,
Nebraska2025,2231_LeafPhotoA_2025-09-08 11_36_06.987,2231,PI533775,3.0,,3.0,,
Nebraska2025,2232_LeafPhotoA_2025-09-08 11_36_28.775,2232,PI597973,2.5,,2.5,,
Nebraska2025,2232_LeafPhotoA_2025-09-08 11_36_45.907,2232,PI597973,2.0,,2.0,,
Nebraska2025,2232_LeafPhotoA_2025-09-08 11_37_08.412,2232,PI597973,2.0,,2.0,,
Nebraska2025,2233_LeafPhotoA_2025-09-08 11_37_43.992,2233,PI533939,3.0,,3.0,,
Nebraska2025,2233_LeafPhotoA_2025-09-08 11_37_57.315,2233,PI533939,3.0,,3.0,,
Nebraska2025,2233_LeafPhotoA_2025-09-08 11_38_19.741,2233,PI533939,3.0,,3.0,,
Nebraska2025,2234_LeafPhotoA_2025-09-08 11_39_01.597,2234,SC0616,1.5,1.5,1.5,,
Nebraska2025,2234_LeafPhotoA_2025-09-08 11_39_18.537,2234,SC0616,1.5,2.0,1.75,,
Nebraska2025,2234_LeafPhotoA_2025-09-08 11_39_37.209,2234,SC0616,3.5,,3.5,,
Nebraska2025,2235_LeafPhotoA_2025-09-08 11_40_03.588,2235,PI576433,3.0,2.0,2.5,,
Nebraska2025,2235_LeafPhotoA_2025-09-08 11_40_27.107,2235,PI576433,2.5,,2.5,,
Nebraska2025,2235_LeafPhotoA_2025-09-08 11_40_41.471,2235,PI576433,1.0,,1.0,,
Nebraska2025,2236_LeafPhotoA_2025-09-08 11_41_19.526,2236,SC1178,2.5,,2.5,,
Nebraska2025,2236_LeafPhotoA_2025-09-08 11_41_44.799,2236,SC1178,2.0,,2.0,,
Nebraska2025,2236_LeafPhotoA_2025-09-08 11_42_02.303,2236,SC1178,3.0,,3.0,,
Nebraska2025,2237_LeafPhotoA_2025-09-08 11_42_52.155,2237,PI534008,1.5,1.5,1.5,,
Nebraska2025,2237_LeafPhotoA_2025-09-08 11_43_07.075,2237,PI534008,2.0,,2.0,,
Nebraska2025,2237_LeafPhotoA_2025-09-08 11_43_37.148,2237,PI534008,1.5,,1.5,,
Nebraska2025,2238_LeafPhotoA_2025-09-08 11_44_44.603,2238,PI533951,2.0,3.0,2.5,,
Nebraska2025,2238_LeafPhotoA_2025-09-08 11_44_58.574,2238,PI533951,2.5,,2.5,,
Nebraska2025,2238_LeafPhotoA_2025-09-08 11_45_21.941,2238,PI533951,3.0,,3.0,,
Nebraska2025,2239_LeafPhotoA_2025-09-08 11_46_20.571,2239,PI533934,2.0,,2.0,,
Nebraska2025,2239_LeafPhotoA_2025-09-08 11_46_35.628,2239,PI533934,2.5,,2.5,,
Nebraska2025,2239_LeafPhotoA_2025-09-08 11_46_58.979,2239,PI533934,2.0,,2.0,,
Nebraska2025,2240_LeafPhotoA_2025-09-08 11_48_12.770,2240,PI576398,3.0,,3.0,,
Nebraska2025,2240_LeafPhotoA_2025-09-08 11_48_35.062,2240,PI576398,2.5,,2.5,,
Nebraska2025,2240_LeafPhotoA_2025-09-08 11_49_15.391,2240,PI576398,1.5,2.0,1.75,,
Nebraska2025,2241_LeafPhotoA_2025-09-08 11_50_20.657,2241,SC0179,2.5,,2.5,,
Nebraska2025,2241_LeafPhotoA_2025-09-08 11_50_42.865,2241,SC0179,2.5,,2.5,,
Nebraska2025,2241_LeafPhotoA_2025-09-08 11_51_00.472,2241,SC0179,1.5,,1.5,,
Nebraska2025,2242_LeafPhotoA_2025-09-08 11_51_47.885,2242,PI656081,2.5,,2.5,,
Nebraska2025,2242_LeafPhotoA_2025-09-08 11_52_14.332,2242,PI656081,2.5,,2.5,,
Nebraska2025,2242_LeafPhotoA_2025-09-08 11_52_49.016,2242,PI656081,3.0,,3.0,,
Nebraska2025,2243_LeafPhotoA_2025-09-08 11_53_27.332,2243,PI534129,2.5,,2.5,,
Nebraska2025,2243_LeafPhotoA_2025-09-08 11_53_28.057,2243,PI534129,2.5,,2.5,,
Nebraska2025,2243_LeafPhotoA_2025-09-08 11_53_58.121,2243,PI534129,1.5,,1.5,,
Nebraska2025,2243_LeafPhotoA_2025-09-08 11_54_15.051,2243,PI534129,2.0,,2.0,,
Nebraska2025,2244_LeafPhotoA_2025-09-08 11_55_01.692,2244,PI533994,1.0,,1.0,,
Nebraska2025,2244_LeafPhotoA_2025-09-08 11_55_31.971,2244,PI533994,2.0,,2.0,,
Nebraska2025,2244_LeafPhotoA_2025-09-08 11_56_08.443,2244,PI533994,1.5,1.0,1.25,,
Nebraska2025,2245_LeafPhotoA_2025-09-08 11_56_40.538,2245,PI533897,3.0,,3.0,,
Nebraska2025,2245_LeafPhotoA_2025-09-08 11_57_25.663,2245,PI533897,2.0,,2.0,,
Nebraska2025,2245_LeafPhotoA_2025-09-08 11_57_52.459,2245,PI533897,3.0,,3.0,,
Nebraska2025,2246_LeafPhotoA_2025-09-08 11_58_26.493,2246,PI533916,2.0,2.5,2.25,,
Nebraska2025,2246_LeafPhotoA_2025-09-08 11_58_42.644,2246,PI533916,3.0,,3.0,,
Nebraska2025,2246_LeafPhotoA_2025-09-08 11_59_06.687,2246,PI533916,3.0,,3.0,,
Nebraska2025,2247_LeafPhotoA_2025-09-08 11_59_40.094,2247,PI534140,2.0,,2.0,,
Nebraska2025,2247_LeafPhotoA_2025-09-08 12_00_01.765,2247,PI534140,2.5,,2.5,,
Nebraska2025,2247_LeafPhotoA_2025-09-08 12_00_22.231,2247,PI534140,2.0,,2.0,,
Nebraska2025,2248_LeafPhotoA_2025-09-08 12_01_03.092,2248,SC0868,2.0,,2.0,,
Nebraska2025,2248_LeafPhotoA_2025-09-08 12_01_20.448,2248,SC0868,2.0,1.0,1.5,,
Nebraska2025,2248_LeafPhotoA_2025-09-08 12_01_46.646,2248,SC0868,2.5,,2.5,,
Nebraska2025,2249_LeafPhotoA_2025-09-08 12_02_31.219,2249,PI534114,2.5,,2.5,,
Nebraska2025,2249_LeafPhotoA_2025-09-08 12_02_49.867,2249,PI534114,2.0,,2.0,,
Nebraska2025,2249_LeafPhotoA_2025-09-08 12_03_33.131,2249,PI534114,2.0,,2.0,,
Nebraska2025,2250_LeafPhotoA_2025-09-08 12_04_12.601,2250,PI534109,1.5,,1.5,,
Nebraska2025,2250_LeafPhotoA_2025-09-08 12_04_41.387,2250,PI534109,2.5,,2.5,,
Nebraska2025,2250_LeafPhotoA_2025-09-08 12_05_17.820,2250,PI534109,1.5,,1.5,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2251_LeafPhotoA_2025-09-08 12_15_49.413,2251,PI533793,1.5,,1.5,,
Nebraska2025,2251_LeafPhotoA_2025-09-08 12_16_14.146,2251,PI533793,2.0,,2.0,,
Nebraska2025,2251_LeafPhotoA_2025-09-08 12_16_40.207,2251,PI533793,1.5,,1.5,,
Nebraska2025,2252_LeafPhotoA_2025-09-08 12_17_34.004,2252,PI585295,1.0,,1.0,,
Nebraska2025,2252_LeafPhotoA_2025-09-08 12_17_51.378,2252,PI585295,1.5,,1.5,,
Nebraska2025,2252_LeafPhotoA_2025-09-08 12_18_11.212,2252,PI585295,1.5,,1.5,,
Nebraska2025,2253_LeafPhotoA_2025-09-08 12_18_44.610,2253,,1.5,1.0,1.25,,
Nebraska2025,2253_LeafPhotoA_2025-09-08 12_19_07.213,2253,,1.5,,1.5,,
Nebraska2025,2253_LeafPhotoA_2025-09-08 12_19_25.519,2253,,2.5,,2.5,,
Nebraska2025,2254_LeafPhotoA_2025-09-08 12_20_09.110,2254,PI533890,2.5,,2.5,,
Nebraska2025,2254_LeafPhotoA_2025-09-08 12_20_26.871,2254,PI533890,2.0,,2.0,,
Nebraska2025,2254_LeafPhotoA_2025-09-08 12_20_42.894,2254,PI533890,2.5,,2.5,,
Nebraska2025,2255_LeafPhotoA_2025-09-08 12_22_14.213,2255,SC0741,3.5,,3.5,,
Nebraska2025,2255_LeafPhotoA_2025-09-08 12_22_41.128,2255,SC0741,3.0,,3.0,,
Nebraska2025,2255_LeafPhotoA_2025-09-08 12_23_10.399,2255,SC0741,3.0,,3.0,,
Nebraska2025,2256_LeafPhotoA_2025-09-08 12_24_33.115,2256,PI533772,2.0,2.0,2.0,,
Nebraska2025,2256_LeafPhotoA_2025-09-08 12_25_10.829,2256,PI533772,3.0,,3.0,,
Nebraska2025,2256_LeafPhotoA_2025-09-08 12_25_38.136,2256,PI533772,3.0,,3.0,,
Nebraska2025,2257_LeafPhotoA_2025-09-08 12_26_14.872,2257,PI595740,2.5,,2.5,,
Nebraska2025,2257_LeafPhotoA_2025-09-08 12_26_38.283,2257,PI595740,1.5,1.5,1.5,,
Nebraska2025,2257_LeafPhotoA_2025-09-08 12_26_56.434,2257,PI595740,1.0,1.5,1.25,,
Nebraska2025,2259_LeafPhotoA_2025-09-08 12_30_14.149,2259,,2.5,,2.5,,
Nebraska2025,2259_LeafPhotoA_2025-09-08 12_30_29.796,2259,,1.5,1.0,1.25,,
Nebraska2025,2259_LeafPhotoA_2025-09-08 12_30_52.708,2259,,2.0,,2.0,,
Nebraska2025,2260_LeafPhotoA_2025-09-08 12_31_34.534,2260,PI534134,3.0,,3.0,,
Nebraska2025,2260_LeafPhotoA_2025-09-08 12_32_04.249,2260,PI534134,2.5,,2.5,,
Nebraska2025,2260_LeafPhotoA_2025-09-08 12_32_24.295,2260,PI534134,2.0,,2.0,,
Nebraska2025,2261_LeafPhotoA_2025-09-08 12_32_57.935,2261,PI534161,1.5,,1.5,,
Nebraska2025,2261_LeafPhotoA_2025-09-08 12_33_19.920,2261,PI534161,1.5,,1.5,,
Nebraska2025,2261_LeafPhotoA_2025-09-08 12_33_43.183,2261,PI534161,1.5,,1.5,,
Nebraska2025,2262_LeafPhotoA_2025-09-08 12_34_17.650,2262,PI533798,1.5,1.5,1.5,,
Nebraska2025,2262_LeafPhotoA_2025-09-08 12_34_41.227,2262,PI533798,1.5,1.5,1.5,,
Nebraska2025,2262_LeafPhotoA_2025-09-08 12_35_02.709,2262,PI533798,2.5,,2.5,,
Nebraska2025,2263_LeafPhotoA_2025-09-08 12_35_34.964,2263,PI534014,1.5,,1.5,,
Nebraska2025,2263_LeafPhotoA_2025-09-08 12_35_51.633,2263,PI534014,1.0,,1.0,,
Nebraska2025,2263_LeafPhotoA_2025-09-08 12_36_09.842,2263,PI534014,1.0,1.0,1.0,,
Nebraska2025,2264_LeafPhotoA_2025-09-08 12_36_45.299,2264,PI533882,1.5,,1.5,,
Nebraska2025,2264_LeafPhotoA_2025-09-08 12_37_02.624,2264,PI533882,1.5,,1.5,,
Nebraska2025,2264_LeafPhotoA_2025-09-08 12_37_35.402,2264,PI533882,2.0,,2.0,,
Nebraska2025,2265_LeafPhotoA_2025-09-08 12_39_28.832,2265,PI576378,2.0,2.5,2.25,,
Nebraska2025,2265_LeafPhotoA_2025-09-08 12_39_50.942,2265,PI576378,3.0,,3.0,,
Nebraska2025,2265_LeafPhotoA_2025-09-08 12_40_19.095,2265,PI576378,3.0,,3.0,,
Nebraska2025,2901_LeafPhotoA_2025-09-09 16_12_49.325,2901,PI533908,2.0,,2.0,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2901_LeafPhotoA_2025-09-09 16_13_10.131,2901,PI533908,2.5,,2.5,,
Nebraska2025,2901_LeafPhotoA_2025-09-09 16_13_31.116,2901,PI533908,2.5,,2.5,,
